,index,Route,SENS,PR_FIN,LON_BEGIN,LAT_BEGIN,LON_END,LAT_END,X,Y,Estimated pr,Estimation delta
451,51884,A0016,1,106,2.24036986,49.71843138,2.24036688,49.71852108,2.2403683699999997,49.71847623,106,0.5560887967669196
452,51984,A0016,1,107,2.23851708,49.72733442,2.23848379,49.72742093,2.2385004349999997,49.727377675,107,3.6262658600235755
453,52084,A0016,1,108,2.23485122,49.73600988,2.23481493,49.73609589,2.234833075,49.736052885,108,7.987173282245201
454,52185,A0016,1,109,2.23117059,49.74477667,2.2311404,49.74486414,2.2311554950000003,49.744820405,109,9.726178041396375
455,52285,A0016,1,110,2.23017141,49.75369077,2.23017566,49.75378017,2.230173535,49.753735469999995,110,14.787887486151051
456,52385,A0016,1,111,2.23128021,49.7626372,2.23129858,49.76272581,2.231289395,49.762681505,111,13.362237463676676
457,52485,A0016,1,112,2.23376283,49.7714813,2.23379479,49.77156957,2.23377881,49.771525435,112,6.408994263632652
458,52585,A0016,1,113,2.2372875,49.78017622,2.23731811,49.78026362,2.2373028049999997,49.78021992,113,12.774543549744703
459,52685,A0016,1,114,2.2388151,49.78910232,2.23881906,49.78919178,2.23881708,49.78914705,114,17.109067975285875
460,52785,A0016,1,139,2.1799106,49.99089529,2.17987105,49.99098162,2.179890825,49.990938455,140,1.5697349387000763
461,52886,A0016,1,141,2.17554749,49.99951016,2.1754904,49.99959155,2.1755189450000003,49.999550854999995,141,7.247072633049892
462,52986,A0016,1,142,2.16752616,50.00679108,2.16742458,50.00685306,2.16747537,50.00682207,142,6.552223541661527
463,53117,A0016,1,150,2.05584475,50.03270321,2.05570598,50.03271277,2.0557753649999997,50.032707990000006,151,7.150547267392193
464,53217,A0016,1,152,2.04300203,50.03596243,2.04289106,50.03601765,2.042946545,50.03599004,152,7.489115395254353
465,53318,A0016,1,152,2.03317009,50.04231275,2.03307412,50.04237756,2.0331221050000003,50.042345155,153,9.314652525547919
466,53418,A0016,1,154,2.02310593,50.04850968,2.02299006,50.04856045,2.0230479949999998,50.048535064999996,154,10.632327491344741
467,53518,A0016,1,155,2.01108628,50.05305049,2.01096737,50.05309561,2.011026825,50.053073049999995,155,5.614700295914352
468,53618,A0016,1,156,1.99945439,50.05800048,1.99933772,50.05805107,1.999396055,50.058025775,156,6.3106104246265255
469,53718,A0016,1,156,1.98768753,50.06282799,1.98757136,50.06287847,1.987629445,50.06285323,157,4.2305349072858816
470,53840,A0016,1,160,1.95755423,50.08055676,1.9574185,50.08057704,1.9574863649999998,50.0805669,160,4.913957943460703
471,53940,A0016,1,160,1.94364717,50.08106977,1.9435063,50.08106942,1.943576735,50.081069595,161,4.582974703136733
472,54041,A0016,1,161,1.92953381,50.08093462,1.92939409,50.08093085,1.92946395,50.080932735000005,162,1.9342621809315683
473,54240,A0016,1,163,1.90177066,50.08042937,1.9016324,50.0804404,1.90170153,50.080434885,164,1.2306738570661118
474,54340,A0016,1,164,1.88874737,50.08347625,1.8886299,50.08352573,1.8886886349999998,50.08350099,165,1.720871962357699
475,54440,A0016,1,166,1.87913396,50.08990066,1.87906257,50.08997818,1.879098265,50.08993942,166,1.6774038452919269
476,54540,A0016,1,167,1.87462869,50.09836191,1.87460152,50.0984499,1.874615105,50.098405905,167,2.6695099232468724
477,54638,A0016,1,167,1.87192633,50.10700074,1.87189632,50.10708899,1.8719113250000001,50.107044865,168,10.54843456467992
478,54639,A0016,1,167,1.87189632,50.10708899,1.87186627,50.1071762,1.8718812950000001,50.107132594999996,168,1.373937138994243
479,54740,A0016,1,169,1.86688417,50.11553936,1.86681498,50.11561815,1.866849575,50.115578755,169,7.274560083766069
480,54840,A0016,1,169,1.85954949,50.12318452,1.85946822,50.12325733,1.859508855,50.123220925,170,2.5960214891255546
481,54940,A0016,1,170,1.85014402,50.12977281,1.85003037,50.12982445,1.850087195,50.129798629999996,171,0.7780244228146372
482,55041,A0016,1,171,1.83701478,50.13275329,1.83687563,50.1327588,1.8369452050000001,50.132756044999994,172,9.724752279237022
483,55141,A0016,1,173,1.82330387,50.13373776,1.8231711,50.13376379,1.823237485,50.133750775,173,4.463895062939049
484,55241,A0016,1,174,1.81120056,50.13811294,1.81109684,50.13817303,1.8111487,50.138142985,174,5.339549747546409
485,55302,A0016,1,184,1.75541451,50.21008041,1.75537672,50.21016714,1.7553956149999999,50.210123775,184,5.925741024566496
486,55401,A0016,1,185,1.75272787,50.21878591,1.75271674,50.2188756,1.752722305,50.218830755,185,1.3983018928735795
487,55502,A0016,1,186,1.7521889,50.22784743,1.75218441,50.22793793,1.752186655,50.22789268,186,4.770878684500337
488,55602,A0016,1,187,1.75163423,50.23683401,1.75162459,50.23692315,1.75162941,50.23687858,187,3.6314682415809547
489,55701,A0016,1,187,1.75062637,50.24570426,1.75061662,50.24579337,1.7506214949999999,50.245748815,188,2.366554539218504
490,55802,A0016,1,189,1.7492524,50.25472877,1.74922461,50.25481673,1.749238505,50.25477275,189,1.3926525816528443
491,55902,A0016,1,189,1.74411445,50.26304548,1.74404162,50.26312208,1.744078035,50.26308378,190,4.4597889238502
492,56002,A0016,1,191,1.73691768,50.27075778,1.7368597,50.27084029,1.7368886899999998,50.270799034999996,191,1.3059673105198584
493,56102,A0016,1,191,1.73355019,50.27943713,1.73353011,50.27952575,1.73354015,50.27948144,192,1.191775971768846
494,56202,A0016,1,192,1.73150786,50.28832041,1.73148332,50.28840828,1.73149559,50.288364345,193,1.895036450948454
495,56302,A0016,1,193,1.72821019,50.29705077,1.72817375,50.29713801,1.7281919700000001,50.29709439,194,2.935878880953291
496,56402,A0016,1,194,1.72478512,50.30576044,1.72475707,50.30584887,1.724771095,50.305804655,195,6.634618906129748
497,56502,A0016,1,195,1.72220049,50.31458723,1.72217454,50.31467559,1.722187515,50.314631410000004,196,1.2371388688743448
498,56602,A0016,1,196,1.71819851,50.32315895,1.71813066,50.3232376,1.7181645849999998,50.323198274999996,197,2.5719501504808133
499,56703,A0016,1,197,1.70868484,50.32978801,1.70857574,50.32984429,1.7086302899999999,50.32981615,198,12.364847644093485
500,56802,A0016,1,198,1.69893352,50.33607673,1.69885496,50.33615115,1.69889424,50.336113940000004,199,1.3578298215028877
501,56902,A0016,1,199,1.69300525,50.34419184,1.69295504,50.3442753,1.692980145,50.34423357,200,3.093665916123027
502,57002,A0016,1,200,1.68886009,50.35274187,1.68884114,50.35283056,1.688850615,50.352786215,201,2.3299722543609254
503,57103,A0016,1,201,1.68975842,50.36173265,1.68979565,50.36181895,1.689777035,50.361775800000004,202,14.321843366413907
504,57202,A0016,1,202,1.69487799,50.3699893,1.69492562,50.37007317,1.694901805,50.370031235,203,2.16930393956413
505,57303,A0016,1,203,1.6974169,50.37887009,1.69741869,50.37896021,1.6974177949999998,50.37891515,204,9.192442928430815
506,57403,A0016,1,204,1.69605821,50.38780248,1.69604005,50.38789107,1.69604913,50.387846775,205,11.334237775808871
507,57503,A0016,1,205,1.69440643,50.39672336,1.69439639,50.39681299,1.69440141,50.396768175000005,206,1.4016891194076067
508,57603,A0016,1,206,1.69373349,50.40570336,1.69372747,50.40579366,1.6937304800000001,50.405748509999995,207,6.434198041846093
509,57703,A0016,1,207,1.69394437,50.41469525,1.69395152,50.41478506,1.6939479450000001,50.414740155000004,208,2.4133219130279673
510,57903,A0016,1,209,1.6936384,50.43263771,1.69363051,50.43272739,1.693634455,50.432682549999996,210,0.46700346680160243
511,58003,A0016,1,210,1.693028,50.44161873,1.69302975,50.44170894,1.693028875,50.441663835,211,9.661691300862595
512,58103,A0016,1,211,1.69498637,50.45049458,1.69502379,50.45058089,1.69500508,50.450537735,212,8.782155076668985
513,58203,A0016,1,212,1.70019742,50.4588143,1.70025925,50.45889569,1.700228335,50.458854994999996,213,12.603220554286288
514,58303,A0016,1,213,1.70345372,50.46744169,1.70344865,50.46753134,1.703451185,50.467486515000004,214,2.37536369634335
515,58403,A0016,1,214,1.69917801,50.47589545,1.69909892,50.47597014,1.6991384649999999,50.475932795000006,215,11.632603997764782
516,58503,A0016,1,215,1.69026261,50.48286561,1.69017159,50.4829346,1.6902171,50.482900105,216,2.522642754113373
517,58603,A0016,1,216,1.6825378,50.49032826,1.68248464,50.49041189,1.6825112199999999,50.490370075,217,9.267348426830452
518,58703,A0016,1,217,1.68019744,50.49911683,1.68020423,50.49920601,1.680200835,50.49916142,218,2.1841774066952353
519,58803,A0016,1,218,1.68295243,50.50789762,1.68298614,50.50798442,1.682969285,50.507941020000004,219,9.892128061315612
520,58903,A0016,1,219,1.68632553,50.51660429,1.68635921,50.51669188,1.68634237,50.516648085,220,0.7975494320696052
521,58904,A0016,1,219,1.68635921,50.51669188,1.68639271,50.51677951,1.68637596,50.516735695,220,10.753572895115015
522,59004,A0016,1,220,1.68648351,50.52556261,1.68644645,50.52564953,1.68646498,50.52560607,221,3.849171847402009
523,59104,A0016,1,221,1.68134194,50.53391694,1.68129699,50.53400226,1.681319465,50.5339596,222,4.418164197700981
524,59204,A0016,1,222,1.67817631,50.54265014,1.67814751,50.5427376,1.67816191,50.54269387,223,5.8829352472416465
525,59305,A0016,1,223,1.67291794,50.55102108,1.67285007,50.55110052,1.672884005,50.5510608,224,4.208010703650952
526,59405,A0016,1,224,1.66617422,50.5589018,1.66610257,50.55897904,1.666138395,50.55894042,225,8.91982565179022
527,59505,A0016,1,225,1.65776347,50.5661,1.65766663,50.56616607,1.65771505,50.566133035,226,1.6405533500504632
528,59704,A0016,1,227,1.64140866,50.58024013,1.64137603,50.58032675,1.6413923449999999,50.58028344,228,7.630787996309114
529,59804,A0016,1,228,1.64144137,50.58913956,1.641475,50.58922598,1.6414581849999998,50.58918277,229,1.7146111736092866
530,59904,A0016,1,229,1.6477736,50.59709537,1.64785698,50.59716871,1.64781529,50.59713204,230,2.4947529785769436
531,59925,A0016,1,230,1.64948249,50.59864263,1.64956118,50.59871742,1.649521835,50.598680025,230,212.58745179729738
532,60004,A0016,1,230,1.6542097,50.60505793,1.65424917,50.6051444,1.654229435,50.605101165,231,2.1334496790212834
533,60104,A0016,1,231,1.65679208,50.61389951,1.6568159,50.61398884,1.65680399,50.613944175,232,2.0185528910597337
534,60204,A0016,1,232,1.66002156,50.62264406,1.66006656,50.62272887,1.66004406,50.622686465,233,10.705981793165899
535,60304,A0016,1,233,1.66457506,50.63115888,1.6646085,50.63124681,1.6645917799999999,50.631202845000004,234,2.4964290771841036
536,60504,A0016,1,235,1.66508448,50.64904473,1.66504488,50.64913173,1.66506468,50.649088230000004,236,7.164753191760872
537,60605,A0016,1,236,1.6570372,50.65637519,1.65695374,50.65644764,1.65699547,50.656411415,237,5.107483525984718
538,60704,A0016,1,237,1.65593527,50.66480697,1.65600101,50.66488777,1.6559681400000001,50.664847370000004,238,5.435835511061132
539,60804,A0016,1,238,1.66375845,50.67212512,1.66378754,50.67221227,1.663772995,50.672168694999996,239,1.196948645121089
540,60905,A0016,1,239,1.65921641,50.68020728,1.65910552,50.68026228,1.6591609649999999,50.68023478,240,4.448007291694768
541,61006,A0016,1,240,1.64695977,50.68473,1.64685665,50.68479181,1.6469082099999999,50.684760905000005,241,8.743144540171059
542,61078,A0016,1,28,2.25723063,49.10803262,2.25717169,49.10811305,2.25720116,49.108072835,29,9.83706184533342
543,61176,A0016,1,29,2.2530934,49.11641506,2.25306728,49.11650292,2.25308034,49.11645899,30,0.7429279932019051
544,61276,A0016,1,30,2.25340929,49.12537651,2.25341643,49.12546584,2.25341286,49.125421175,31,2.024242801071445
545,61377,A0016,1,31,2.25339102,49.13444558,2.25337884,49.13453452,2.25338493,49.13449005,32,4.845119673503005
546,61477,A0016,1,32,2.25062994,49.14322991,2.25059311,49.14331587,2.250611525,49.143272890000006,33,2.7692918339237673
547,61577,A0016,1,33,2.2463121,49.1517526,2.24625571,49.1518346,2.246283905,49.151793600000005,34,7.292550321682486
548,61676,A0016,1,34,2.23807964,49.15876375,2.23798807,49.15883091,2.2380338550000003,49.15879733,35,10.312631881066432
549,61772,A0016,1,35,2.23056552,49.16579036,2.23051272,49.16587395,2.23053912,49.165832155000004,36,20.459190529999038
550,61877,A0016,1,36,2.22630805,49.17478164,2.22624774,49.17486323,2.226277895,49.174822434999996,37,1.053553655041883
551,61977,A0016,1,37,2.21730769,49.18143082,2.21720005,49.18148627,2.2172538700000004,49.181458545,38,3.4868522807786273
552,62077,A0016,1,38,2.2065211,49.18697456,2.20641285,49.18703036,2.2064669749999997,49.18700246,39,1.241481062259618
553,62171,A0016,1,39,2.19664456,49.19239118,2.19653837,49.19244881,2.196591465,49.192419995,40,8.853140828971414
554,62279,A0016,1,40,2.1847148,49.19814438,2.18460359,49.19819541,2.184659195,49.198169895,41,1.9022510863103461
555,62379,A0016,1,41,2.17353169,49.20332612,2.17341969,49.20337834,2.17347569,49.20335223,42,3.538574473007769
556,62478,A0016,1,42,2.16200601,49.20798648,2.16188216,49.20802523,2.161944085,49.208005854999996,43,2.3960276680339674
557,62578,A0016,1,43,2.14959225,49.21183682,2.14946856,49.21187455,2.149530405,49.211855685,44,13.497819985173642
558,62678,A0016,1,44,2.13658607,49.21463473,2.13645344,49.21465705,2.136519755,49.21464589,45,4.926435423569551
559,62679,A0016,1,44,2.13645344,49.21465705,2.1363209,49.21467958,2.13638717,49.214668315,45,5.617268489078089
560,62779,A0016,1,45,2.12372359,49.21791557,2.1236055,49.21796178,2.123664545,49.217938675,46,11.679726856971753
561,62879,A0016,1,46,2.1132861,49.22367483,2.11319871,49.22374255,2.113242405,49.223708689999995,47,6.808607810914034
562,62979,A0016,1,47,2.10597962,49.23124048,2.1059158,49.23131935,2.1059477099999997,49.231279915,48,8.310121396765105
563,63078,A0016,1,48,2.100023,49.23923204,2.09996623,49.23931412,2.099994615,49.239273080000004,49,6.736717578327241
564,63177,A0016,1,49,2.09497724,49.24749098,2.09493639,49.24757736,2.0949568149999998,49.24753417,50,6.175293336473731
565,63278,A0016,1,50,2.0933767,49.25644943,2.09338122,49.25654,2.09337896,49.256494715,51,3.11891535124364
566,63378,A0016,1,51,2.09307096,49.26540749,2.09304743,49.26549592,2.093059195,49.265451705000004,52,5.896355975006726
567,63479,A0016,1,52,2.08803829,49.27379136,2.0879631,49.2738672,2.088000695,49.27382928,53,8.986296009355994
568,63579,A0016,1,53,2.07948427,49.2808058,2.07939746,49.28087519,2.079440865,49.28084049500001,54,8.062907373380549
569,63678,A0016,1,54,2.07270311,49.28842164,2.07266357,49.28850837,2.07268334,49.288465005000006,55,13.980283759274878
570,63778,A0016,1,55,2.07216651,49.2972959,2.07219585,49.29738343,2.0721811800000003,49.297339664999996,56,9.098875217100947
571,63879,A0016,1,56,2.07694455,49.30580078,2.07699567,49.30588428,2.07697011,49.30584253,57,7.514924578148565
572,63978,A0016,1,57,2.08201555,49.31404235,2.08206622,49.31412569,2.082040885,49.314084019999996,58,9.167773192954149
573,64079,A0016,1,59,2.08780396,49.32218127,2.08787811,49.32225658,2.0878410350000003,49.322218925,59,2.9886279451254976
574,64180,A0016,1,59,2.09647173,49.32929288,2.09655645,49.32936401,2.0965140900000003,49.329328445,60,14.509540231721013
575,64280,A0016,1,61,2.1034655,49.33692213,2.10352071,49.33700385,2.103493105,49.33696299,61,8.187545871968892
576,64383,A0016,1,62,2.10746844,49.34577672,2.10749014,49.34586634,2.1074792899999997,49.34582153,62,14.607178131102735
577,64482,A0016,1,63,2.10801978,49.35465421,2.10801312,49.35474396,2.10801645,49.354699085,63,1.4301551309618918
578,64582,A0016,1,64,2.10786706,49.36363753,2.1078733,49.36372758,2.10787018,49.363682555,64,4.945850034629768
579,64681,A0016,1,64,2.10926488,49.37246707,2.10928714,49.3725559,2.1092760100000003,49.372511485000004,65,4.331120561862856
580,64781,A0016,1,65,2.11226828,49.38123573,2.11230639,49.38132259,2.112287335,49.381279160000005,66,9.020668374522918
581,64881,A0016,1,66,2.11683453,49.38971998,2.11688799,49.38980338,2.1168612600000003,49.38976168,67,3.905147545739845
582,64981,A0016,1,67,2.12275403,49.39783156,2.12281192,49.39791316,2.122782975,49.39787236,68,5.457028618448808
583,65081,A0016,1,68,2.12645512,49.40645576,2.12646974,49.40654527,2.12646243,49.406500515000005,69,4.004587518228696
584,65181,A0016,1,69,2.1258459,49.41541419,2.12583109,49.4155043,2.125838495,49.415459245,70,4.2175620667405616
585,65281,A0016,1,70,2.12706865,49.42431096,2.12709809,49.42439952,2.1270833700000003,49.42435524,71,0.9003049322436905
586,65381,A0016,1,71,2.13333334,49.43217955,2.13342782,49.43224471,2.13338058,49.432212129999996,72,3.5920937179908266
587,65481,A0016,1,72,2.14430483,49.43757155,2.14440605,49.43763152,2.14435544,49.437601535,73,5.511041906853375
588,65583,A0016,1,74,2.15159509,49.44526005,2.15163138,49.44534715,2.151613235,49.4453036,74,2.5855212958989946
589,65584,A0016,1,94,2.2094564,49.6177496,2.2094586,49.61783911,2.2094575,49.617794355,94,3.3614576981932482
590,65684,A0016,1,95,2.20844418,49.62670167,2.20844603,49.62679093,2.208445105,49.6267463,95,2.173995845585534
591,65784,A0016,1,96,2.21087833,49.63551167,2.21092466,49.63559581,2.210901495,49.63555374,96,4.708085924423259
592,65884,A0016,1,97,2.2158089,49.64390396,2.21583854,49.64399156,2.21582372,49.64394776,97,4.741324050213643
593,65984,A0016,1,98,2.21577442,49.65281038,2.21574312,49.65289768,2.21575877,49.65285403,98,1.4648034069204492
594,66084,A0016,1,99,2.2106577,49.66113637,2.21060311,49.66121941,2.210630405,49.661177890000005,99,3.3301851816836665
595,66284,A0016,1,101,2.21345756,49.67827322,2.21353104,49.67834952,2.2134943,49.67831137,101,10.40724875843076
596,66384,A0016,1,102,2.22210327,49.68525993,2.22219699,49.6853271,2.22215013,49.685293515,102,3.926993289239061
597,66484,A0016,1,103,2.23017982,49.69253513,2.23024443,49.69261474,2.230212125,49.692574935,103,1.7948372762762823
598,66585,A0016,1,104,2.23527151,49.70096662,2.23531632,49.70105135,2.2352939149999997,49.701008985,104,11.853844050655681
599,66696,A0026,1,110,2.94037714,50.29400984,2.94048444,50.29395207,2.9404307899999997,50.293980955,110,3.3656702250376718
600,66996,A0026,1,112,2.97001412,50.27500719,2.97010543,50.2749387,2.970059775,50.274972945,113,7.711639048484024
601,67096,A0026,1,113,2.98034873,50.26895925,2.98046397,50.26890682,2.98040635,50.268933035,114,6.599878325983155
602,67197,A0026,1,114,2.99229102,50.26409994,2.992412,50.26405291,2.9923515099999998,50.264076425,115,1.448431082642784
603,67397,A0026,1,116,3.01483542,50.25354403,3.0149301,50.25347732,3.01488276,50.253510675,117,6.513865298706303
604,67497,A0026,1,117,3.02329366,50.24639132,3.02337286,50.24631697,3.0233332600000002,50.246354145,118,2.08251128371933
605,67597,A0026,1,118,3.0314201,50.2390692,3.03151229,50.239001,3.031466195,50.2390351,119,1.4397264752424586
606,67797,A0026,1,120,3.05428551,50.22888654,3.05441325,50.22885106,3.05434938,50.2288688,121,4.911508398417822
607,68197,A0026,1,124,3.09894777,50.21022214,3.09900953,50.21014121,3.0989786500000003,50.210181675,125,1.4085796260593269
608,68297,A0026,1,125,3.103498,50.20175281,3.10352424,50.20166499,3.1035111200000003,50.2017089,126,2.1777162515446022
609,68497,A0026,1,127,3.10208185,50.18392885,3.10206042,50.18384044,3.102071135,50.183884645,128,6.02831362129606
610,68597,A0026,1,128,3.10079402,50.17500398,3.10079563,50.17491417,3.100794825,50.174959075000004,129,11.547723247607639
611,68697,A0026,1,129,3.10264004,50.16613192,3.10267614,50.16604515,3.10265809,50.166088535,130,5.020491907072216
612,68798,A0026,1,130,3.10791557,50.15772625,3.10798364,50.15764771,3.107949605,50.15768698,131,2.8429417993905512
613,68898,A0026,1,131,3.11618157,50.15050797,3.1162788,50.1504423,3.116230185,50.150475135,132,22.82694121351583
614,68998,A0026,1,132,3.12658676,50.14451102,3.12669389,50.1444541,3.126640325,50.14448256,133,5.993031664575621
615,69098,A0026,1,133,3.13712619,50.1386209,3.13722651,50.1385573,3.13717635,50.138589100000004,134,4.271141879947747
616,69195,A0026,1,134,3.1458806,50.13197522,3.14596107,50.13190164,3.145920835,50.131938430000005,135,27.286506336158045
617,69299,A0026,1,135,3.15308636,50.12387355,3.15314417,50.12379175,3.1531152650000003,50.12383265,136,7.5833120777499525
618,69397,A0026,1,136,3.15830627,50.11571483,3.15835848,50.11563178,3.158332375,50.115673305,137,12.03719681539297
619,69498,A0026,1,137,3.16350194,50.10728681,3.16354985,50.10720271,3.1635258950000003,50.10724476,138,4.837521061515991
620,69598,A0026,1,138,3.16781201,50.09875407,3.16784938,50.09866747,3.167830695,50.09871077,139,9.249527904705213
621,69698,A0026,1,139,3.17104542,50.09001931,3.17107263,50.08993083,3.171059025,50.08997507,140,0.5169915276035328
622,69999,A0026,1,142,3.17813752,50.0633759,3.17814566,50.06328554,3.17814159,50.063330719999996,143,5.225067694125201
623,70099,A0026,1,143,3.17815346,50.05438142,3.17814484,50.05429184,3.17814915,50.054336629999995,144,5.526569186242032
624,70200,A0026,1,144,3.17640571,50.04539556,3.1763795,50.04530703,3.176392605,50.045351295,145,2.7235197693312903
625,70300,A0026,1,145,3.1734413,50.03662139,3.17341087,50.03653381,3.173426085,50.0365776,146,6.5632427219954455
626,70398,A0026,1,146,3.17090794,50.02796341,3.17089215,50.02787444,3.170900045,50.027918924999994,147,32.829990622565816
627,70498,A0026,1,147,3.17075169,50.01899907,3.17076342,50.01891011,3.170757555,50.01895459,148,39.12087699552367
628,70598,A0026,1,148,3.17335514,50.01018069,3.1733945,50.01009555,3.1733748200000003,50.01013812,149,27.01300894755309
629,70699,A0026,1,149,3.17866153,50.00180542,3.17872624,50.00172527,3.178693885,50.001765344999995,150,13.959983981204859
630,70799,A0026,1,150,3.18513194,49.99384264,3.18518998,49.99376075,3.18516096,49.993801695,151,10.720348734974365
631,70901,A0026,1,151,3.1897437,49.98519513,3.18977574,49.98510848,3.18975972,49.985151805,152,8.535027433231628
632,70999,A0026,1,152,3.19263438,49.97658821,3.19266333,49.97650059,3.192648855,49.9765444,153,14.977113137447903
633,71099,A0026,1,153,3.195891,49.96784958,3.19593099,49.96776355,3.195910995,49.967806565000004,154,13.128371555589004
634,71199,A0026,1,154,3.20068704,49.9594209,3.20074116,49.9593381,3.2007141,49.9593795,155,13.870935332705487
635,71299,A0026,1,155,3.20609613,49.95114235,3.20615088,49.95105901,3.206123505,49.951100679999996,156,12.576276110501846
636,71399,A0026,1,156,3.21165317,49.94289691,3.21171437,49.94281633,3.21168377,49.94285662,157,11.229769864470047
637,71499,A0026,1,157,3.21852335,49.93507301,3.21859982,49.93499761,3.218561585,49.93503531,158,11.036568919161178
638,71599,A0026,1,158,3.22533404,49.92723276,3.22539431,49.92715086,3.225364175,49.92719181,159,8.746929133580322
639,71699,A0026,1,159,3.23189195,49.91929173,3.23196349,49.91921419,3.23192772,49.919252959999994,160,0.7471226193019833
640,71799,A0026,1,160,3.23963587,49.91181462,3.23971943,49.91174267,3.23967765,49.911778645,161,0.659649573195182
641,71900,A0026,1,161,3.24838623,49.90473071,3.24846815,49.9046591,3.24842719,49.904694905,162,9.712443357827832
642,71999,A0026,1,162,3.25418153,49.89671733,3.25421373,49.89662967,3.25419763,49.896673500000006,163,2.525889968828701
643,72099,A0026,1,163,3.25470854,49.88779368,3.25468617,49.88770472,3.2546973550000002,49.8877492,164,2.7328647826298225
644,72199,A0026,1,164,3.24980946,49.87945936,3.24973473,49.87938327,3.249772095,49.879421315,165,7.189295385667826
645,72298,A0026,1,165,3.24209858,49.87208449,3.24202912,49.87200635,3.24206385,49.87204542,166,3.856134081691604
646,72398,A0026,1,166,3.23671531,49.86381394,3.2366779,49.86372697,3.236696605,49.863770455,167,3.7194239894797057
647,72499,A0026,1,167,3.23447877,49.85487035,3.23447117,49.85477981,3.23447497,49.85482508,168,16.370095603250853
648,72699,A0026,1,169,3.23786792,49.83711407,3.23790851,49.8370268,3.237888215,49.837070435,170,38.1402930004991
649,72799,A0026,1,170,3.24374186,49.82900257,3.24382436,49.82893031,3.24378311,49.82896644,171,3.8963671876710775
650,72899,A0026,1,171,3.25426428,49.82324621,3.25438652,49.82320249,3.2543254,49.823224350000004,172,4.788867124023522
651,73000,A0026,1,172,3.26718116,49.81973924,3.26731204,49.81971002,3.2672466,49.819724629999996,173,18.999986654633567
652,73100,A0026,1,173,3.27983262,49.8160766,3.27995235,49.81603015,3.279892485,49.816053375,174,36.58118400581671
653,73200,A0026,1,175,3.29124683,49.81095025,3.29135961,49.81089747,3.29130322,49.81092386,175,4.448776458498102
654,73299,A0026,1,176,3.30223549,49.80560905,3.30234103,49.80555105,3.30228826,49.80558005,176,1.8623032982674097
655,73400,A0026,1,2,1.91386777,50.92645167,1.91394234,50.9263742,1.9139050549999999,50.926412935,2,6.905949031493705
656,73501,A0026,1,3,1.92297072,50.91949017,1.9230759,50.91942981,1.92302331,50.91945999,3,4.716528280275725
657,73600,A0026,1,4,1.93427241,50.91421342,1.93439044,50.91416209,1.9343314249999999,50.914187755,4,17.165046404960627
658,73701,A0026,1,5,1.94608471,50.90906926,1.94620175,50.90901833,1.9461432300000001,50.909043795,5,12.727373234437943
659,73801,A0026,1,6,1.95815987,50.90436657,1.95828759,50.90432805,1.95822373,50.90434731,6,4.977797592959755
660,73802,A0026,1,6,1.95828759,50.90432805,1.95841549,50.90428961,1.95835154,50.90430883,6,5.579729887509071
661,73901,A0026,1,7,1.97149734,50.90132211,1.97163217,50.90129545,1.971564755,50.90130878,7,3.260956650212167
662,74002,A0026,1,8,1.98506066,50.89840728,1.98518631,50.89836704,1.985123485,50.89838716,8,14.232603945688771
663,74101,A0026,1,9,1.99529347,50.89247754,1.99536747,50.89240161,1.9953304699999999,50.892439575,9,17.430180435353655
664,74204,A0026,1,10,2.00169049,50.88419101,2.00176814,50.88411552,2.001729315,50.884153265,10,13.722401449599198
665,74302,A0026,1,11,2.00878547,50.87663311,2.00884356,50.87655159,2.008814515,50.876592349999996,11,19.050752223896197
666,74402,A0026,1,12,2.01480348,50.86852654,2.01488627,50.86845319,2.0148448749999996,50.868489865,12,8.0388755494465
667,74502,A0026,1,13,2.02121786,50.86062235,2.02124754,50.86053469,2.0212327,50.860578520000004,13,19.95770864243131
668,74602,A0026,1,14,2.02549652,50.85213782,2.0255718,50.85206241,2.02553416,50.852100115,14,10.17570592845891
669,74702,A0026,1,15,2.03560757,50.84592693,2.03572031,50.84587122,2.03566394,50.845899075,15,12.169326989049502
670,74802,A0026,1,16,2.04564922,50.839624,2.04573642,50.83955328,2.04569282,50.83958864,16,1.144478974216774
671,74902,A0026,1,17,2.0529379,50.83195722,2.05299815,50.8318748,2.052968025,50.83191601,17,1.0312475098874925
672,75002,A0026,1,18,2.05901797,50.82384364,2.05908973,50.82376643,2.05905385,50.823805035,18,11.994983878332214
673,75102,A0026,1,19,2.06763581,50.81673554,2.06773528,50.81667182,2.067685545,50.81670368,19,7.587242877333768
674,75202,A0026,1,20,2.07871565,50.81120325,2.07883666,50.81115714,2.078776155,50.811180195,20,8.009055903894213
675,75303,A0026,1,21,2.09136639,50.80697088,2.09148822,50.80692556,2.091427305,50.80694822,21,4.061473242242667
676,75403,A0026,1,22,2.10137917,50.80074613,2.10145207,50.80066959,2.10141562,50.80070786,22,7.764148650354802
677,75502,A0026,1,23,2.10576224,50.79237825,2.10578949,50.79229006,2.105775865,50.792334155,23,13.855743971298718
678,75603,A0026,1,24,2.10863196,50.78349202,2.10866656,50.78340498,2.10864926,50.7834485,24,15.650972923701218
679,75702,A0026,1,25,2.11301615,50.77506233,2.1130647,50.77497921,2.113040425,50.77502077,25,1.9408524519320607
680,75803,A0026,1,26,2.11757595,50.76646992,2.1176093,50.76638202,2.117592625,50.76642597,26,9.255666857896895
